,year,exporter,importer,product,value,quantity,exporter_name,importer_name,product_description
5997117,2022,512,300,100610,0.468,        0.689,Oman,Greece,Cereals: rice in the husk (paddy or rough)
5997746,2022,512,364,100610,1.547,        2.277,Oman,Iran,Cereals: rice in the husk (paddy or rough)
6001071,2022,512,430,100610,2.575,        3.789,Oman,Liberia,Cereals: rice in the husk (paddy or rough)
6002904,2022,512,586,100610,0.001,           NA,Oman,Pakistan,Cereals: rice in the husk (paddy or rough)
6005168,2022,512,682,100610,0.13,        0.191,Oman,Saudi Arabia,Cereals: rice in the husk (paddy or rough)
6007035,2022,512,702,100610,0.302,        0.444,Oman,Singapore,Cereals: rice in the husk (paddy or rough)
6008502,2022,512,724,100610,0.237,        0.348,Oman,Spain,Cereals: rice in the husk (paddy or rough)
6008700,2022,512,729,100610,100.39,      147.737,Oman,Sudan,Cereals: rice in the husk (paddy or rough)
6009723,2022,512,784,100610,0.598,        0.880,Oman,United Arab Emirates,Cereals: rice in the husk (paddy or rough)
6012733,2022,512,818,100610,0.135,        0.199,Oman,Egypt,Cereals: rice in the husk (paddy or rough)
6013122,2022,512,826,100610,0.944,        1.389,Oman,United Kingdom,Cereals: rice in the husk (paddy or rough)
6014746,2022,512,887,100610,22.029,       32.418,Oman,Yemen,Cereals: rice in the husk (paddy or rough)
6016029,2022,516,24,100610,2.286,        1.040,Namibia,Angola,Cereals: rice in the husk (paddy or rough)
6031116,2022,516,894,100610,0.008,        0.004,Namibia,Zambia,Cereals: rice in the husk (paddy or rough)
6032925,2022,524,36,100610,1.441,        0.849,Nepal,Australia,Cereals: rice in the husk (paddy or rough)
6038498,2022,524,442,100610,0.172,        0.200,Nepal,Luxembourg,Cereals: rice in the husk (paddy or rough)
6055916,2022,528,40,100610,53.328,       24.669,Netherlands,Austria,Cereals: rice in the husk (paddy or rough)
6061206,2022,528,48,100610,0.293,        0.340,Netherlands,Bahrain,Cereals: rice in the husk (paddy or rough)
6066284,2022,528,56,100610,600.089,      734.563,Netherlands,Belgium,Cereals: rice in the husk (paddy or rough)
6071118,2022,528,60,100610,0.006,        0.005,Netherlands,Bermuda,Cereals: rice in the husk (paddy or rough)
6079140,2022,528,100,100610,0.678,        0.701,Netherlands,Bulgaria,Cereals: rice in the husk (paddy or rough)
6104010,2022,528,191,100610,0.343,        0.027,Netherlands,Croatia,Cereals: rice in the husk (paddy or rough)
6109604,2022,528,196,100610,0.246,        0.255,Netherlands,Cyprus,Cereals: rice in the husk (paddy or rough)
6114618,2022,528,203,100610,8.126,        8.771,Netherlands,Czechia,Cereals: rice in the husk (paddy or rough)
6120557,2022,528,208,100610,0.917,        0.415,Netherlands,Denmark,Cereals: rice in the husk (paddy or rough)
6130931,2022,528,233,100610,18.744,        4.481,Netherlands,Estonia,Cereals: rice in the husk (paddy or rough)
6136320,2022,528,246,100610,96.701,       78.572,Netherlands,Finland,Cereals: rice in the husk (paddy or rough)
6141521,2022,528,251,100610,22.614,       30.991,Netherlands,France,Cereals: rice in the husk (paddy or rough)
6151385,2022,528,276,100610,553.725,      788.393,Netherlands,Germany,Cereals: rice in the husk (paddy or rough)
6156399,2022,528,288,100610,0.147,        0.020,Netherlands,Ghana,Cereals: rice in the husk (paddy or rough)
6159500,2022,528,300,100610,107.039,       35.570,Netherlands,Greece,Cereals: rice in the husk (paddy or rough)
6171611,2022,528,348,100610,36.979,       45.791,Netherlands,Hungary,Cereals: rice in the husk (paddy or rough)
6176566,2022,528,352,100610,0.055,        0.059,Netherlands,Iceland,Cereals: rice in the husk (paddy or rough)
6184641,2022,528,372,100610,2.785,        2.808,Netherlands,Ireland,Cereals: rice in the husk (paddy or rough)
6193099,2022,528,380,100610,101.19,       55.005,Netherlands,Italy,Cereals: rice in the husk (paddy or rough)
6216756,2022,528,428,100610,0.204,        0.210,Netherlands,Latvia,Cereals: rice in the husk (paddy or rough)
6223201,2022,528,440,100610,0.456,        0.471,Netherlands,Lithuania,Cereals: rice in the husk (paddy or rough)
6228340,2022,528,442,100610,17.624,        6.009,Netherlands,Luxembourg,Cereals: rice in the husk (paddy or rough)
6239975,2022,528,470,100610,0.104,        0.111,Netherlands,Malta,Cereals: rice in the husk (paddy or rough)
6263476,2022,528,533,100610,28.917,       12.534,Netherlands,Aruba,Cereals: rice in the husk (paddy or rough)
6266226,2022,528,535,100610,13.235,        6.972,Netherlands,Bonaire,Cereals: rice in the husk (paddy or rough)
6274803,2022,528,579,100610,329.591,      230.580,Netherlands,Norway,Cereals: rice in the husk (paddy or rough)
6286787,2022,528,616,100610,212.493,       28.299,Netherlands,Poland,Cereals: rice in the husk (paddy or rough)
6292032,2022,528,620,100610,158.152,       98.023,Netherlands,Portugal,Cereals: rice in the husk (paddy or rough)
6299782,2022,528,642,100610,8.291,        4.059,Netherlands,Romania,Cereals: rice in the husk (paddy or rough)
6323956,2022,528,703,100610,0.578,        0.594,Netherlands,Slovakia,Cereals: rice in the husk (paddy or rough)
6331188,2022,528,705,100610,0.175,        0.052,Netherlands,Slovenia,Cereals: rice in the husk (paddy or rough)
6336346,2022,528,710,100610,0.504,        0.677,Netherlands,South Africa,Cereals: rice in the husk (paddy or rough)
6340399,2022,528,724,100610,120.75,       73.045,Netherlands,Spain,Cereals: rice in the husk (paddy or rough)
6346222,2022,528,740,100610,6.353,        3.615,Netherlands,Suriname,Cereals: rice in the husk (paddy or rough)
6348577,2022,528,752,100610,149.798,       87.310,Netherlands,Sweden,Cereals: rice in the husk (paddy or rough)
6353723,2022,528,757,100610,0.028,        0.041,Netherlands,Switzerland,Cereals: rice in the husk (paddy or rough)
6367724,2022,528,792,100610,0.224,        0.005,Netherlands,Türkiye,Cereals: rice in the husk (paddy or rough)
6372819,2022,528,804,100610,118.903,       93.309,Netherlands,Ukraine,Cereals: rice in the husk (paddy or rough)
6379868,2022,528,826,100610,58.352,       43.204,Netherlands,United Kingdom,Cereals: rice in the husk (paddy or rough)
6386514,2022,528,842,100610,73.03,       78.000,Netherlands,USA,Cereals: rice in the husk (paddy or rough)
6418406,2022,554,242,100610,0.777,        0.380,New Zealand,Fiji,Cereals: rice in the husk (paddy or rough)
6443669,2022,554,548,100610,0.437,        0.420,New Zealand,Vanuatu,Cereals: rice in the husk (paddy or rough)
6474088,2022,558,188,100610,0.005,           NA,Nicaragua,Costa Rica,Cereals: rice in the husk (paddy or rough)
6476027,2022,558,222,100610,36.225,      163.295,Nicaragua,El Salvador,Cereals: rice in the husk (paddy or rough)
6478415,2022,558,340,100610,39.0,       88.452,Nicaragua,Honduras,Cereals: rice in the husk (paddy or rough)
6484770,2022,562,204,100610,2.176,        1.200,Niger,Benin,Cereals: rice in the husk (paddy or rough)
6489064,2022,566,124,100610,0.346,        0.489,Nigeria,Canada,Cereals: rice in the husk (paddy or rough)
6490731,2022,566,204,100610,60.015,      172.800,Nigeria,Benin,Cereals: rice in the husk (paddy or rough)
6494686,2022,566,372,100610,0.004,        0.007,Nigeria,Ireland,Cereals: rice in the husk (paddy or rough)
6497004,2022,566,450,100610,0.243,        0.041,Nigeria,Madagascar,Cereals: rice in the husk (paddy or rough)
6498673,2022,566,562,100610,11.544,       84.000,Nigeria,Niger,Cereals: rice in the husk (paddy or rough)
6504763,2022,566,834,100610,0.013,        0.024,Nigeria,United Rep. of Tanzania,Cereals: rice in the husk (paddy or rough)
6537247,2022,579,288,100610,0.853,        0.280,Norway,Ghana,Cereals: rice in the husk (paddy or rough)
6559150,2022,579,528,100610,16.328,       17.820,Norway,Netherlands,Cereals: rice in the husk (paddy or rough)
6562783,2022,579,566,100610,0.129,        0.034,Norway,Nigeria,Cereals: rice in the husk (paddy or rough)
6580326,2022,579,752,100610,0.099,        0.088,Norway,Sweden,Cereals: rice in the husk (paddy or rough)
6598208,2022,586,4,100610,0.565,       10.000,Pakistan,Afghanistan,Cereals: rice in the husk (paddy or rough)
6604097,2022,586,70,100610,191.302,      348.000,Pakistan,Bosnia Herzegovina,Cereals: rice in the husk (paddy or rough)
6612328,2022,586,208,100610,5.399,        5.600,Pakistan,Denmark,Cereals: rice in the husk (paddy or rough)
6614493,2022,586,246,100610,45.45,       27.600,Pakistan,Finland,Cereals: rice in the husk (paddy or rough)
6615186,2022,586,251,100610,0.001,        0.002,Pakistan,France,Cereals: rice in the husk (paddy or rough)
6616856,2022,586,276,100610,2.694,        2.272,Pakistan,Germany,Cereals: rice in the husk (paddy or rough)
6620499,2022,586,352,100610,20.059,        9.569,Pakistan,Iceland,Cereals: rice in the husk (paddy or rough)
6621929,2022,586,372,100610,0.056,        0.067,Pakistan,Ireland,Cereals: rice in the husk (paddy or rough)
6625676,2022,586,404,100610,383.565,      817.000,Pakistan,Kenya,Cereals: rice in the husk (paddy or rough)
6627223,2022,586,414,100610,49.861,       77.695,Pakistan,Kuwait,Cereals: rice in the husk (paddy or rough)
6629113,2022,586,442,100610,0.693,        0.220,Pakistan,Luxembourg,Cereals: rice in the husk (paddy or rough)
6629513,2022,586,450,100610,0.184,        0.100,Pakistan,Madagascar,Cereals: rice in the husk (paddy or rough)
6630819,2022,586,470,100610,0.001,        0.001,Pakistan,Malta,Cereals: rice in the husk (paddy or rough)
6632368,2022,586,499,100610,292.941,      475.844,Pakistan,Montenegro,Cereals: rice in the husk (paddy or rough)
6633375,2022,586,512,100610,50.081,      102.943,Pakistan,Oman,Cereals: rice in the husk (paddy or rough)
6639120,2022,586,616,100610,0.008,        0.001,Pakistan,Poland,Cereals: rice in the husk (paddy or rough)
6640087,2022,586,620,100610,0.002,        0.002,Pakistan,Portugal,Cereals: rice in the husk (paddy or rough)
6641039,2022,586,634,100610,10.42,       52.000,Pakistan,Qatar,Cereals: rice in the husk (paddy or rough)
6643304,2022,586,688,100610,1.749,        2.000,Pakistan,Serbia,Cereals: rice in the husk (paddy or rough)
6646336,2022,586,706,100610,166.038,      270.000,Pakistan,Somalia,Cereals: rice in the husk (paddy or rough)
6646533,2022,586,710,100610,138.178,      306.881,Pakistan,South Africa,Cereals: rice in the husk (paddy or rough)
6647847,2022,586,724,100610,0.057,        0.001,Pakistan,Spain,Cereals: rice in the husk (paddy or rough)
6649023,2022,586,752,100610,0.082,        0.088,Pakistan,Sweden,Cereals: rice in the husk (paddy or rough)
6652259,2022,586,784,100610,193.824,     1192.732,Pakistan,United Arab Emirates,Cereals: rice in the husk (paddy or rough)
6654429,2022,586,792,100610,5.941,        6.106,Pakistan,Türkiye,Cereals: rice in the husk (paddy or rough)
6655903,2022,586,818,100610,0.013,        0.022,Pakistan,Egypt,Cereals: rice in the husk (paddy or rough)
6666305,2022,591,222,100610,568.386,     1452.739,Panama,El Salvador,Cereals: rice in the husk (paddy or rough)
6669159,2022,591,340,100610,29.7,       81.600,Panama,Honduras,Cereals: rice in the husk (paddy or rough)
6671635,2022,591,516,100610,0.009,        0.001,Panama,Namibia,Cereals: rice in the husk (paddy or rough)
6674544,2022,591,710,100610,11.738,       13.780,Panama,South Africa,Cereals: rice in the husk (paddy or rough)
6679523,2022,600,76,100610,11218.046,    46928.628,Paraguay,Brazil,Cereals: rice in the husk (paddy or rough)
6680633,2022,600,152,100610,9.308,       25.000,Paraguay,Chile,Cereals: rice in the husk (paddy or rough)
6681928,2022,600,246,100610,0.001,        0.001,Paraguay,Finland,Cereals: rice in the husk (paddy or rough)
6683141,2022,600,484,100610,24802.231,    83969.260,Paraguay,Mexico,Cereals: rice in the husk (paddy or rough)
6684212,2022,600,724,100610,0.18,        0.002,Paraguay,Spain,Cereals: rice in the husk (paddy or rough)
6685608,2022,600,858,100610,42.536,      160.515,Paraguay,Uruguay,Cereals: rice in the husk (paddy or rough)
6688196,2022,604,56,100610,11.503,        7.100,Peru,Belgium,Cereals: rice in the husk (paddy or rough)
6692963,2022,604,152,100610,1.077,       28.321,Peru,Chile,Cereals: rice in the husk (paddy or rough)
6726265,2022,604,842,100610,1.226,        0.710,Peru,USA,Cereals: rice in the husk (paddy or rough)
6734874,2022,608,124,100610,0.027,        0.038,Philippines,Canada,Cereals: rice in the husk (paddy or rough)
6736905,2022,608,156,100610,0.103,        0.005,Philippines,China,Cereals: rice in the husk (paddy or rough)
6740457,2022,608,208,100610,0.002,        0.001,Philippines,Denmark,Cereals: rice in the husk (paddy or rough)
6752769,2022,608,410,100610,0.034,        0.002,Philippines,Rep. of Korea,Cereals: rice in the husk (paddy or rough)
6759905,2022,608,524,100610,0.117,        0.023,Philippines,Nepal,Cereals: rice in the husk (paddy or rough)
6763630,2022,608,586,100610,0.007,        1.000,Philippines,Pakistan,Cereals: rice in the husk (paddy or rough)
6766595,2022,608,699,100610,2.826,        1.213,Philippines,India,Cereals: rice in the husk (paddy or rough)
6769718,2022,608,704,100610,12.39,       19.143,Philippines,Viet Nam,Cereals: rice in the husk (paddy or rough)
6771795,2022,608,724,100610,0.183,        0.024,Philippines,Spain,Cereals: rice in the husk (paddy or rough)
6791121,2022,616,40,100610,6.776,        2.311,Poland,Austria,Cereals: rice in the husk (paddy or rough)
6798664,2022,616,56,100610,57.991,       62.360,Poland,Belgium,Cereals: rice in the husk (paddy or rough)
6807706,2022,616,100,100610,3.449,        0.368,Poland,Bulgaria,Cereals: rice in the husk (paddy or rough)
6814990,2022,616,124,100610,0.106,        0.018,Poland,Canada,Cereals: rice in the husk (paddy or rough)
6824538,2022,616,191,100610,3.4,        0.367,Poland,Croatia,Cereals: rice in the husk (paddy or rough)
6827790,2022,616,196,100610,3.32,        0.368,Poland,Cyprus,Cereals: rice in the husk (paddy or rough)
6830108,2022,616,203,100610,74.506,      200.498,Poland,Czechia,Cereals: rice in the husk (paddy or rough)
6834724,2022,616,208,100610,36.323,       45.360,Poland,Denmark,Cereals: rice in the husk (paddy or rough)
6840445,2022,616,233,100610,0.054,        0.064,Poland,Estonia,Cereals: rice in the husk (paddy or rough)
6843994,2022,616,246,100610,23.763,        3.248,Poland,Finland,Cereals: rice in the husk (paddy or rough)
6847439,2022,616,251,100610,0.019,        0.025,Poland,France,Cereals: rice in the husk (paddy or rough)
6854512,2022,616,276,100610,76.886,       83.860,Poland,Germany,Cereals: rice in the husk (paddy or rough)
6865927,2022,616,348,100610,50.866,       80.394,Poland,Hungary,Cereals: rice in the husk (paddy or rough)
6869633,2022,616,352,100610,4.412,        4.200,Poland,Iceland,Cereals: rice in the husk (paddy or rough)
6874861,2022,616,372,100610,5.642,        0.038,Poland,Ireland,Cereals: rice in the husk (paddy or rough)
6897093,2022,616,428,100610,1.731,        1.840,Poland,Latvia,Cereals: rice in the husk (paddy or rough)
6911430,2022,616,470,100610,1.892,        0.300,Poland,Malta,Cereals: rice in the husk (paddy or rough)
6920755,2022,616,499,100610,2.04,        0.726,Poland,Montenegro,Cereals: rice in the husk (paddy or rough)
6926310,2022,616,528,100610,78.091,       25.333,Poland,Netherlands,Cereals: rice in the husk (paddy or rough)
6934815,2022,616,579,100610,0.112,        0.029,Poland,Norway,Cereals: rice in the husk (paddy or rough)
6946768,2022,616,642,100610,26.489,       16.684,Poland,Romania,Cereals: rice in the husk (paddy or rough)
6956483,2022,616,688,100610,0.837,        1.000,Poland,Serbia,Cereals: rice in the husk (paddy or rough)
6964029,2022,616,703,100610,1.201,        3.872,Poland,Slovakia,Cereals: rice in the husk (paddy or rough)
6969361,2022,616,705,100610,0.588,        0.066,Poland,Slovenia,Cereals: rice in the husk (paddy or rough)
6982976,2022,616,757,100610,0.065,        0.025,Poland,Switzerland,Cereals: rice in the husk (paddy or rough)
6996252,2022,616,804,100610,23.652,       14.133,Poland,Ukraine,Cereals: rice in the husk (paddy or rough)
7003589,2022,616,826,100610,11.601,        7.705,Poland,United Kingdom,Cereals: rice in the husk (paddy or rough)
7016287,2022,620,20,100610,0.979,        1.133,Portugal,Andorra,Cereals: rice in the husk (paddy or rough)
7017123,2022,620,24,100610,0.875,        0.519,Portugal,Angola,Cereals: rice in the husk (paddy or rough)
7037873,2022,620,132,100610,1.79,        1.385,Portugal,Cabo Verde,Cereals: rice in the husk (paddy or rough)
7056261,2022,620,233,100610,0.943,        1.064,Portugal,Estonia,Cereals: rice in the husk (paddy or rough)
7059453,2022,620,251,100610,116.423,      121.200,Portugal,France,Cereals: rice in the husk (paddy or rough)
7064675,2022,620,276,100610,14.511,       14.502,Portugal,Germany,Cereals: rice in the husk (paddy or rough)
7094011,2022,620,442,100610,2.703,        1.104,Portugal,Luxembourg,Cereals: rice in the husk (paddy or rough)
7110256,2022,620,528,100610,13.787,       18.155,Portugal,Netherlands,Cereals: rice in the husk (paddy or rough)
7125702,2022,620,624,100610,4.317,        3.597,Portugal,Guinea-Bissau,Cereals: rice in the husk (paddy or rough)
7127418,2022,620,626,100610,0.022,        0.024,Portugal,Timor-Leste,Cereals: rice in the husk (paddy or rough)
7132988,2022,620,678,100610,1.222,        1.510,Portugal,Sao Tome and Principe,Cereals: rice in the husk (paddy or rough)
7147492,2022,620,724,100610,1159.471,     2294.341,Portugal,Spain,Cereals: rice in the husk (paddy or rough)
7165948,2022,620,826,100610,2.027,        0.703,Portugal,United Kingdom,Cereals: rice in the husk (paddy or rough)
7173852,2022,624,380,100610,2.294,        0.095,Guinea-Bissau,Italy,Cereals: rice in the husk (paddy or rough)
7176219,2022,634,231,100610,0.327,        0.075,Qatar,Ethiopia,Cereals: rice in the husk (paddy or rough)
7192343,2022,642,40,100610,0.599,        0.567,Romania,Austria,Cereals: rice in the husk (paddy or rough)
7196128,2022,642,56,100610,5.785,        5.448,Romania,Belgium,Cereals: rice in the husk (paddy or rough)
7201026,2022,642,100,100610,59.784,      109.184,Romania,Bulgaria,Cereals: rice in the husk (paddy or rough)
7211884,2022,642,196,100610,0.074,        0.018,Romania,Cyprus,Cereals: rice in the husk (paddy or rough)
7215617,2022,642,208,100610,0.121,        0.105,Romania,Denmark,Cereals: rice in the husk (paddy or rough)
7220983,2022,642,251,100610,4.586,        3.260,Romania,France,Cereals: rice in the husk (paddy or rough)
7224693,2022,642,276,100610,571.134,      790.392,Romania,Germany,Cereals: rice in the husk (paddy or rough)
7240370,2022,642,380,100610,986.761,     1856.590,Romania,Italy,Cereals: rice in the husk (paddy or rough)
7251150,2022,642,442,100610,0.019,        0.012,Romania,Luxembourg,Cereals: rice in the husk (paddy or rough)
7262021,2022,642,528,100610,4.867,        5.618,Romania,Netherlands,Cereals: rice in the husk (paddy or rough)
7271426,2022,642,616,100610,14.988,       24.850,Romania,Poland,Cereals: rice in the husk (paddy or rough)
7288124,2022,642,724,100610,810.422,     1251.471,Romania,Spain,Cereals: rice in the husk (paddy or rough)
7290633,2022,642,752,100610,54.58,       51.610,Romania,Sweden,Cereals: rice in the husk (paddy or rough)
7303470,2022,642,826,100610,1.519,        1.101,Romania,United Kingdom,Cereals: rice in the husk (paddy or rough)
7313049,2022,643,51,100610,1.128,        1.040,Russian Federation,Armenia,Cereals: rice in the husk (paddy or rough)
7335282,2022,643,352,100610,0.021,        0.009,Russian Federation,Iceland,Cereals: rice in the husk (paddy or rough)
7340005,2022,643,398,100610,123.845,      195.861,Russian Federation,Kazakhstan,Cereals: rice in the husk (paddy or rough)
7346353,2022,643,417,100610,0.021,        0.007,Russian Federation,Kyrgyzstan,Cereals: rice in the husk (paddy or rough)
7350702,2022,643,440,100610,0.223,        0.108,Russian Federation,Lithuania,Cereals: rice in the husk (paddy or rough)
7372087,2022,643,757,100610,0.313,        0.019,Russian Federation,Switzerland,Cereals: rice in the husk (paddy or rough)
7375678,2022,643,792,100610,3218.429,     8634.240,Russian Federation,Türkiye,Cereals: rice in the husk (paddy or rough)
7395921,2022,682,231,100610,2.212,        1.562,Saudi Arabia,Ethiopia,Cereals: rice in the husk (paddy or rough)
7404960,2022,682,504,100610,0.102,        0.250,Saudi Arabia,Morocco,Cereals: rice in the husk (paddy or rough)
7407302,2022,682,516,100610,13.013,       29.000,Saudi Arabia,Namibia,Cereals: rice in the husk (paddy or rough)
7412660,2022,682,710,100610,0.008,        0.020,Saudi Arabia,South Africa,Cereals: rice in the husk (paddy or rough)
7423142,2022,686,246,100610,0.046,        0.012,Senegal,Finland,Cereals: rice in the husk (paddy or rough)
7424232,2022,686,270,100610,18.634,       20.000,Senegal,Gambia,Cereals: rice in the husk (paddy or rough)
7429381,2022,686,624,100610,400.626,      500.000,Senegal,Guinea-Bissau,Cereals: rice in the husk (paddy or rough)
7429828,2022,686,694,100610,45.191,      120.000,Senegal,Sierra Leone,Cereals: rice in the husk (paddy or rough)
7439152,2022,688,70,100610,0.256,        0.450,Serbia,Bosnia Herzegovina,Cereals: rice in the husk (paddy or rough)
7447048,2022,688,191,100610,0.211,        0.200,Serbia,Croatia,Cereals: rice in the husk (paddy or rough)
7471661,2022,688,499,100610,25.338,       21.871,Serbia,Montenegro,Cereals: rice in the husk (paddy or rough)
7505922,2022,694,246,100610,0.221,        0.120,Sierra Leone,Finland,Cereals: rice in the husk (paddy or rough)
7509153,2022,699,4,100610,1.166,        2.000,India,Afghanistan,Cereals: rice in the husk (paddy or rough)
7511677,2022,699,20,100610,0.263,        0.190,India,Andorra,Cereals: rice in the husk (paddy or rough)
7517234,2022,699,36,100610,5.005,        4.344,India,Australia,Cereals: rice in the husk (paddy or rough)
7523147,2022,699,48,100610,8.373,        6.365,India,Bahrain,Cereals: rice in the husk (paddy or rough)
7526192,2022,699,50,100610,7330.279,     3643.378,India,Bangladesh,Cereals: rice in the husk (paddy or rough)
7529740,2022,699,51,100610,6.825,        5.000,India,Armenia,Cereals: rice in the husk (paddy or rough)
7535211,2022,699,64,100610,17.695,       58.250,India,Bhutan,Cereals: rice in the husk (paddy or rough)
7540078,2022,699,70,100610,0.036,        0.004,India,Bosnia Herzegovina,Cereals: rice in the husk (paddy or rough)
7541522,2022,699,72,100610,0.974,        0.972,India,Botswana,Cereals: rice in the husk (paddy or rough)
7554951,2022,699,124,100610,5.677,       14.735,India,Canada,Cereals: rice in the husk (paddy or rough)
7559431,2022,699,144,100610,12.126,       53.000,India,Sri Lanka,Cereals: rice in the husk (paddy or rough)
7568759,2022,699,170,100610,0.478,        1.900,India,Colombia,Cereals: rice in the husk (paddy or rough)
7583443,2022,699,208,100610,1.328,        0.989,India,Denmark,Cereals: rice in the husk (paddy or rough)
7590134,2022,699,231,100610,59.851,       27.515,India,Ethiopia,Cereals: rice in the husk (paddy or rough)
7596301,2022,699,246,100610,586.49,      376.103,India,Finland,Cereals: rice in the husk (paddy or rough)
7598692,2022,699,251,100610,0.159,        0.141,India,France,Cereals: rice in the husk (paddy or rough)
7602439,2022,699,262,100610,0.281,        0.600,India,Djibouti,Cereals: rice in the husk (paddy or rough)
7607110,2022,699,276,100610,95.867,       49.814,India,Germany,Cereals: rice in the husk (paddy or rough)
7610953,2022,699,288,100610,48.492,       25.263,India,Ghana,Cereals: rice in the husk (paddy or rough)
7625245,2022,699,352,100610,0.897,        0.314,India,Iceland,Cereals: rice in the husk (paddy or rough)
7626814,2022,699,360,100610,0.013,        0.010,India,Indonesia,Cereals: rice in the husk (paddy or rough)
7633021,2022,699,372,100610,48.514,       64.412,India,Ireland,Cereals: rice in the husk (paddy or rough)
7636146,2022,699,376,100610,4.0,        5.311,India,Israel,Cereals: rice in the husk (paddy or rough)
7643411,2022,699,388,100610,12.79,       26.287,India,Jamaica,Cereals: rice in the husk (paddy or rough)
7647454,2022,699,398,100610,10.881,       11.290,India,Kazakhstan,Cereals: rice in the husk (paddy or rough)
7651400,2022,699,404,100610,70.571,       21.478,India,Kenya,Cereals: rice in the husk (paddy or rough)
7654967,2022,699,410,100610,0.041,        0.001,India,Rep. of Korea,Cereals: rice in the husk (paddy or rough)
7658273,2022,699,414,100610,3.236,       42.321,India,Kuwait,Cereals: rice in the husk (paddy or rough)
7668245,2022,699,442,100610,0.466,        0.200,India,Luxembourg,Cereals: rice in the husk (paddy or rough)
7673323,2022,699,458,100610,2.604,        3.670,India,Malaysia,Cereals: rice in the husk (paddy or rough)
7676881,2022,699,462,100610,0.93,        0.192,India,Maldives,Cereals: rice in the husk (paddy or rough)
7680929,2022,699,470,100610,0.088,        0.008,India,Malta,Cereals: rice in the husk (paddy or rough)
7683037,2022,699,480,100610,0.711,        1.565,India,Mauritius,Cereals: rice in the husk (paddy or rough)
7691450,2022,699,499,100610,7.151,        8.000,India,Montenegro,Cereals: rice in the husk (paddy or rough)
7697238,2022,699,512,100610,0.263,        0.375,India,Oman,Cereals: rice in the husk (paddy or rough)
7700413,2022,699,516,100610,540.686,     1014.000,India,Namibia,Cereals: rice in the husk (paddy or rough)
7702058,2022,699,524,100610,122856.5,   461245.001,India,Nepal,Cereals: rice in the husk (paddy or rough)
7711104,2022,699,554,100610,2.23,        1.315,India,New Zealand,Cereals: rice in the husk (paddy or rough)
7715132,2022,699,562,100610,3.256,       10.000,India,Niger,Cereals: rice in the husk (paddy or rough)
7722617,2022,699,591,100610,1.001,        0.750,India,Panama,Cereals: rice in the husk (paddy or rough)
7724912,2022,699,600,100610,20.146,       12.504,India,Paraguay,Cereals: rice in the husk (paddy or rough)
7728622,2022,699,608,100610,25386.517,     9735.980,India,Philippines,Cereals: rice in the husk (paddy or rough)
7736756,2022,699,634,100610,15.086,       17.087,India,Qatar,Cereals: rice in the husk (paddy or rough)
7751136,2022,699,688,100610,8.107,       13.400,India,Serbia,Cereals: rice in the husk (paddy or rough)
7753094,2022,699,690,100610,0.332,        0.507,India,Seychelles,Cereals: rice in the husk (paddy or rough)
7756428,2022,699,702,100610,5.005,        9.651,India,Singapore,Cereals: rice in the husk (paddy or rough)
7761969,2022,699,704,100610,1608.211,     2471.198,India,Viet Nam,Cereals: rice in the husk (paddy or rough)
7768094,2022,699,710,100610,1348.516,     1241.782,India,South Africa,Cereals: rice in the husk (paddy or rough)
7779411,2022,699,752,100610,0.099,        0.088,India,Sweden,Cereals: rice in the husk (paddy or rough)
7789318,2022,699,768,100610,2.699,        3.204,India,Togo,Cereals: rice in the husk (paddy or rough)
7792373,2022,699,784,100610,0.715,        0.686,India,United Arab Emirates,Cereals: rice in the husk (paddy or rough)
7797891,2022,699,792,100610,5.58,        7.506,India,Türkiye,Cereals: rice in the husk (paddy or rough)
7805850,2022,699,818,100610,80.516,       37.016,India,Egypt,Cereals: rice in the husk (paddy or rough)
7808678,2022,699,826,100610,0.142,        0.200,India,United Kingdom,Cereals: rice in the husk (paddy or rough)
7812531,2022,699,834,100610,0.819,        0.640,India,United Rep. of Tanzania,Cereals: rice in the husk (paddy or rough)
7816044,2022,699,842,100610,13.452,       13.177,India,USA,Cereals: rice in the husk (paddy or rough)
7820270,2022,699,854,100610,6.518,       35.000,India,Burkina Faso,Cereals: rice in the husk (paddy or rough)
7826263,2022,699,894,100610,0.259,        0.350,India,Zambia,Cereals: rice in the husk (paddy or rough)
7970434,2022,703,40,100610,0.121,        0.070,Slovakia,Austria,Cereals: rice in the husk (paddy or rough)
7978335,2022,703,100,100610,0.596,        0.025,Slovakia,Bulgaria,Cereals: rice in the husk (paddy or rough)
7984774,2022,703,191,100610,0.318,        0.036,Slovakia,Croatia,Cereals: rice in the husk (paddy or rough)
7987969,2022,703,203,100610,21.152,       39.775,Slovakia,Czechia,Cereals: rice in the husk (paddy or rough)
8000190,2022,703,276,100610,0.126,        0.005,Slovakia,Germany,Cereals: rice in the husk (paddy or rough)
8003747,2022,703,300,100610,0.272,        0.007,Slovakia,Greece,Cereals: rice in the husk (paddy or rough)
8006230,2022,703,348,100610,0.362,        0.143,Slovakia,Hungary,Cereals: rice in the husk (paddy or rough)
8010893,2022,703,372,100610,0.117,        0.180,Slovakia,Ireland,Cereals: rice in the husk (paddy or rough)
8012724,2022,703,380,100610,0.022,        0.001,Slovakia,Italy,Cereals: rice in the husk (paddy or rough)
8028018,2022,703,528,100610,1.547,        1.811,Slovakia,Netherlands,Cereals: rice in the husk (paddy or rough)
